order_id,product_id,customer_id,employee_id,shipper_id,order_date,month_order,order_year,order_quarter,order_month,order_month_abbr,required_date,shipped_date,ship_status,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,customer_name,customer_contact,customer_phone,customer_city,customer_region,customer_postal_code,customer_country,employee_name,employee_title,employee_city,employee_country,shipper_name,product_name,catalog_unit_price,price_band,category_id,category_name,trx_unit_price,quantity,discount,discount_pct,net_sales,freight_alloc,sales_plus_freight,discount_flag,freight_ratio,repeat_customer_flag,delivery_days,is_late,ship_speed_category,pk_composite
10395,46,HILAA,6,1,2024-06-08,2024-06-01,2024,2,6,Jun,2024-07-06,2024-06-16,On time,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILARION-Abastos,Carlos Hernández,(5) 555-1340,San Cristóbal,South America,5022,Venezuela,Michael Suyama,Sales Representative,London,UK,Speedy Express,Spegesild,12.0,10–20,8,Seafood,9.6,28,0.1,10,241.92,21.01,262.93,1,0.08684689153439154,1,8.0,0,Slow,10395_46
10395,53,HILAA,6,1,2024-06-08,2024-06-01,2024,2,6,Jun,2024-07-06,2024-06-16,On time,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILARION-Abastos,Carlos Hernández,(5) 555-1340,San Cristóbal,South America,5022,Venezuela,Michael Suyama,Sales Representative,London,UK,Speedy Express,Perth Pasties,32.8,20–50,6,Meat/Poultry,26.2,70,0.1,10,1650.6,143.38,1793.98,1,0.08686538228522961,1,8.0,0,Slow,10395_53
10395,69,HILAA,6,1,2024-06-08,2024-06-01,2024,2,6,Jun,2024-07-06,2024-06-16,On time,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILARION-Abastos,Carlos Hernández,(5) 555-1340,San Cristóbal,South America,5022,Venezuela,Michael Suyama,Sales Representative,London,UK,Speedy Express,Gudbrandsdalsost,36.0,20–50,4,Dairy Products,28.8,8,0.0,0,230.4,20.01,250.41,0,0.08684895833333334,1,8.0,0,Slow,10395_69
10396,23,FRANK,1,3,2024-06-09,2024-06-01,2024,2,6,Jun,2024-06-23,2024-06-19,On time,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany,Frankenversand,Peter Franken,089-0877310,München,Europe,80805,Germany,Nancy Davolio,Sales Representative,Seattle,USA,Federal Shipping,Tunnbröd,9.0,<10,5,Grains/Cereals,7.2,40,0.0,0,288.0,20.48,308.48,0,0.07111111111111111,1,10.0,0,Slow,10396_23
10396,71,FRANK,1,3,2024-06-09,2024-06-01,2024,2,6,Jun,2024-06-23,2024-06-19,On time,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany,Frankenversand,Peter Franken,089-0877310,München,Europe,80805,Germany,Nancy Davolio,Sales Representative,Seattle,USA,Federal Shipping,Flotemysost,21.5,20–50,4,Dairy Products,17.2,60,0.0,0,1032.0,73.37,1105.37,0,0.07109496124031008,1,10.0,0,Slow,10396_71
10396,72,FRANK,1,3,2024-06-09,2024-06-01,2024,2,6,Jun,2024-06-23,2024-06-19,On time,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany,Frankenversand,Peter Franken,089-0877310,München,Europe,80805,Germany,Nancy Davolio,Sales Representative,Seattle,USA,Federal Shipping,Mozzarella di Giovanni,34.8,20–50,4,Dairy Products,27.8,21,0.0,0,583.8,41.51,625.31,0,0.07110311750599521,1,10.0,0,Slow,10396_72
10397,21,PRINI,5,1,2024-06-09,2024-06-01,2024,2,6,Jun,2024-07-07,2024-06-15,On time,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Unknown,1756,Portugal,Princesa Isabel Vinhos,Isabel de Castro,(1) 356-5634,Lisboa,Europe,1756,Portugal,Steven Buchanan,Sales Manager,London,UK,Speedy Express,Sir Rodney's Scones,10.0,10–20,3,Confections,8.0,10,0.15,15,68.0,5.72,73.72,1,0.08411764705882352,1,6.0,0,Slow,10397_21
10397,51,PRINI,5,1,2024-06-09,2024-06-01,2024,2,6,Jun,2024-07-07,2024-06-15,On time,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Unknown,1756,Portugal,Princesa Isabel Vinhos,Isabel de Castro,(1) 356-5634,Lisboa,Europe,1756,Portugal,Steven Buchanan,Sales Manager,London,UK,Speedy Express,Manjimup Dried Apples,53.0,>50,7,Produce,42.4,18,0.15,15,648.72,54.54,703.26,1,0.08407325194228635,1,6.0,0,Slow,10397_51
10398,35,SAVEA,2,3,2024-06-12,2024-06-01,2024,2,6,Jun,2024-07-10,2024-06-22,On time,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,(208) 555-8097,Boise,North America,83720,USA,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Federal Shipping,Steeleye Stout,18.0,10–20,1,Beverages,14.4,30,0.0,0,432.0,15.37,447.37,0,0.0355787037037037,1,10.0,0,Slow,10398_35
10398,55,SAVEA,2,3,2024-06-12,2024-06-01,2024,2,6,Jun,2024-07-10,2024-06-22,On time,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,(208) 555-8097,Boise,North America,83720,USA,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Federal Shipping,Pâté chinois,24.0,20–50,6,Meat/Poultry,19.2,120,0.1,10,2073.6,73.79,2147.39,1,0.03558545524691358,1,10.0,0,Slow,10398_55
10399,68,VAFFE,8,3,2024-06-13,2024-06-01,2024,2,6,Jun,2024-06-27,2024-06-21,On time,Vaffeljernet,Smagsloget 45,Århus,Unknown,8200,Denmark,Vaffeljernet,Palle Ibsen,86 21 32 43,Århus,Europe,8200,Denmark,Laura Callahan,Inside Sales Coordinator,Seattle,USA,Federal Shipping,Scottish Longbreads,12.5,10–20,3,Confections,10.0,60,0.0,0,600.0,9.3,609.3,0,0.015500000000000002,1,8.0,0,Slow,10399_68
10399,71,VAFFE,8,3,2024-06-13,2024-06-01,2024,2,6,Jun,2024-06-27,2024-06-21,On time,Vaffeljernet,Smagsloget 45,Århus,Unknown,8200,Denmark,Vaffeljernet,Palle Ibsen,86 21 32 43,Århus,Europe,8200,Denmark,Laura Callahan,Inside Sales Coordinator,Seattle,USA,Federal Shipping,Flotemysost,21.5,20–50,4,Dairy Products,17.2,30,0.0,0,516.0,8.0,524.0,0,0.015503875968992248,1,8.0,0,Slow,10399_71
10399,76,VAFFE,8,3,2024-06-13,2024-06-01,2024,2,6,Jun,2024-06-27,2024-06-21,On time,Vaffeljernet,Smagsloget 45,Århus,Unknown,8200,Denmark,Vaffeljernet,Palle Ibsen,86 21 32 43,Århus,Europe,8200,Denmark,Laura Callahan,Inside Sales Coordinator,Seattle,USA,Federal Shipping,Lakkalikööri,18.0,10–20,1,Beverages,14.4,35,0.0,0,504.0,7.81,511.81,0,0.015496031746031745,1,8.0,0,Slow,10399_76
10399,77,VAFFE,8,3,2024-06-13,2024-06-01,2024,2,6,Jun,2024-06-27,2024-06-21,On time,Vaffeljernet,Smagsloget 45,Århus,Unknown,8200,Denmark,Vaffeljernet,Palle Ibsen,86 21 32 43,Århus,Europe,8200,Denmark,Laura Callahan,Inside Sales Coordinator,Seattle,USA,Federal Shipping,Original Frankfurter grüne Soße,13.0,10–20,2,Condiments,10.4,14,0.0,0,145.6,2.26,147.86,0,0.01552197802197802,1,8.0,0,Slow,10399_77
10400,29,EASTC,1,3,2024-06-14,2024-06-01,2024,2,6,Jun,2024-07-12,2024-06-29,On time,Eastern Connection,35 King George,London,Unknown,WX3 6FW,UK,Eastern Connection,Ann Devon,(171) 555-0297,London,Europe,WX3 6FW,UK,Nancy Davolio,Sales Representative,Seattle,USA,Federal Shipping,Thüringer Rostbratwurst,123.79,>50,6,Meat/Poultry,99.0,21,0.0,0,2079.0,56.97,2135.97,0,0.0274025974025974,1,15.0,0,Slow,10400_29
10400,35,EASTC,1,3,2024-06-14,2024-06-01,2024,2,6,Jun,2024-07-12,2024-06-29,On time,Eastern Connection,35 King George,London,Unknown,WX3 6FW,UK,Eastern Connection,Ann Devon,(171) 555-0297,London,Europe,WX3 6FW,UK,Nancy Davolio,Sales Representative,Seattle,USA,Federal Shipping,Steeleye Stout,18.0,10–20,1,Beverages,14.4,35,0.0,0,504.0,13.81,517.81,0,0.02740079365079365,1,15.0,0,Slow,10400_35
10400,49,EASTC,1,3,2024-06-14,2024-06-01,2024,2,6,Jun,2024-07-12,2024-06-29,On time,Eastern Connection,35 King George,London,Unknown,WX3 6FW,UK,Eastern Connection,Ann Devon,(171) 555-0297,London,Europe,WX3 6FW,UK,Nancy Davolio,Sales Representative,Seattle,USA,Federal Shipping,Maxilaku,20.0,20–50,3,Confections,16.0,30,0.0,0,480.0,13.15,493.15,0,0.027395833333333335,1,15.0,0,Slow,10400_49
10401,30,RATTC,1,1,2024-06-14,2024-06-01,2024,2,6,Jun,2024-07-12,2024-06-23,On time,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,(505) 555-5939,Albuquerque,North America,87110,USA,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Nord-Ost Matjeshering,25.89,20–50,8,Seafood,20.7,18,0.0,0,372.6,1.2,373.8,0,0.0032206119162640897,1,9.0,0,Slow,10401_30
10401,56,RATTC,1,1,2024-06-14,2024-06-01,2024,2,6,Jun,2024-07-12,2024-06-23,On time,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,(505) 555-5939,Albuquerque,North America,87110,USA,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Gnocchi di nonna Alice,38.0,20–50,5,Grains/Cereals,30.4,70,0.0,0,2128.0,6.88,2134.88,0,0.003233082706766917,1,9.0,0,Slow,10401_56
10401,65,RATTC,1,1,2024-06-14,2024-06-01,2024,2,6,Jun,2024-07-12,2024-06-23,On time,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,(505) 555-5939,Albuquerque,North America,87110,USA,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Louisiana Fiery Hot Pepper Sauce,21.05,20–50,2,Condiments,16.8,20,0.0,0,336.0,1.09,337.09,0,0.0032440476190476195,1,9.0,0,Slow,10401_65
10401,71,RATTC,1,1,2024-06-14,2024-06-01,2024,2,6,Jun,2024-07-12,2024-06-23,On time,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,(505) 555-5939,Albuquerque,North America,87110,USA,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Flotemysost,21.5,20–50,4,Dairy Products,17.2,60,0.0,0,1032.0,3.34,1035.34,0,0.0032364341085271316,1,9.0,0,Slow,10401_71
10402,23,ERNSH,8,2,2024-06-15,2024-06-01,2024,2,6,Jun,2024-07-27,2024-06-23,On time,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,Europe,8010,Austria,Laura Callahan,Inside Sales Coordinator,Seattle,USA,United Package,Tunnbröd,9.0,<10,5,Grains/Cereals,7.2,60,0.0,0,432.0,10.81,442.81,0,0.02502314814814815,1,8.0,0,Slow,10402_23
10402,63,ERNSH,8,2,2024-06-15,2024-06-01,2024,2,6,Jun,2024-07-27,2024-06-23,On time,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,Europe,8010,Austria,Laura Callahan,Inside Sales Coordinator,Seattle,USA,United Package,Vegie-spread,43.9,20–50,2,Condiments,35.1,65,0.0,0,2281.5,57.07,2338.57,0,0.025014245014245016,1,8.0,0,Slow,10402_63
10403,16,ERNSH,4,3,2024-06-16,2024-06-01,2024,2,6,Jun,2024-07-14,2024-06-22,On time,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,Europe,8010,Austria,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Pavlova,17.45,10–20,3,Confections,13.9,21,0.15,15,248.11,21.41,269.52,1,0.0862923703196163,1,6.0,0,Slow,10403_16
10403,48,ERNSH,4,3,2024-06-16,2024-06-01,2024,2,6,Jun,2024-07-14,2024-06-22,On time,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,Europe,8010,Austria,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Chocolade,12.75,10–20,3,Confections,10.2,70,0.15,15,606.9,52.38,659.28,1,0.08630746416213544,1,6.0,0,Slow,10403_48
10404,26,MAGAA,2,1,2024-06-16,2024-06-01,2024,2,6,Jun,2024-07-14,2024-06-21,On time,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy,Magazzini Alimentari Riuniti,Giovanni Rovelli,035-640230,Bergamo,Europe,24100,Italy,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Speedy Express,Gumbär Gummibärchen,31.23,20–50,3,Confections,24.9,30,0.05,5,709.65,69.56,779.21,1,0.09802015077855282,1,5.0,0,Medium,10404_26
10404,42,MAGAA,2,1,2024-06-16,2024-06-01,2024,2,6,Jun,2024-07-14,2024-06-21,On time,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy,Magazzini Alimentari Riuniti,Giovanni Rovelli,035-640230,Bergamo,Europe,24100,Italy,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Speedy Express,Singaporean Hokkien Fried Mee,14.0,10–20,5,Grains/Cereals,11.2,40,0.05,5,425.6,41.72,467.32,1,0.09802631578947367,1,5.0,0,Medium,10404_42
10404,49,MAGAA,2,1,2024-06-16,2024-06-01,2024,2,6,Jun,2024-07-14,2024-06-21,On time,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy,Magazzini Alimentari Riuniti,Giovanni Rovelli,035-640230,Bergamo,Europe,24100,Italy,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Speedy Express,Maxilaku,20.0,20–50,3,Confections,16.0,30,0.05,5,456.0,44.7,500.7,1,0.09802631578947368,1,5.0,0,Medium,10404_49
10405,3,LINOD,1,1,2024-06-19,2024-06-01,2024,2,6,Jun,2024-07-17,2024-07-05,On time,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINO-Delicateses,Felipe Izquierdo,(8) 34-56-12,I. de Margarita,South America,4980,Venezuela,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Aniseed Syrup,10.0,10–20,2,Condiments,8.0,50,0.0,0,400.0,34.82,434.82,0,0.08705,1,16.0,0,Slow,10405_3
10406,1,QUEEN,7,1,2024-06-20,2024-06-01,2024,2,6,Jun,2024-08-01,2024-06-26,On time,Queen Cozinha,"Alameda dos CanÃ rios, 891",Sao Paulo,SP,05487-020,Brazil,Queen Cozinha,Lúcia Carvalho,(11) 555-1189,Sao Paulo,South America,05487-020,Brazil,Robert King,Sales Representative,London,UK,Speedy Express,Chai,18.0,10–20,1,Beverages,14.4,10,0.0,0,144.0,8.5,152.5,0,0.059027777777777776,1,6.0,0,Slow,10406_1
10406,21,QUEEN,7,1,2024-06-20,2024-06-01,2024,2,6,Jun,2024-08-01,2024-06-26,On time,Queen Cozinha,"Alameda dos CanÃ rios, 891",Sao Paulo,SP,05487-020,Brazil,Queen Cozinha,Lúcia Carvalho,(11) 555-1189,Sao Paulo,South America,05487-020,Brazil,Robert King,Sales Representative,London,UK,Speedy Express,Sir Rodney's Scones,10.0,10–20,3,Confections,8.0,30,0.1,10,216.0,12.75,228.75,1,0.059027777777777776,1,6.0,0,Slow,10406_21
10406,28,QUEEN,7,1,2024-06-20,2024-06-01,2024,2,6,Jun,2024-08-01,2024-06-26,On time,Queen Cozinha,"Alameda dos CanÃ rios, 891",Sao Paulo,SP,05487-020,Brazil,Queen Cozinha,Lúcia Carvalho,(11) 555-1189,Sao Paulo,South America,05487-020,Brazil,Robert King,Sales Representative,London,UK,Speedy Express,Rössle Sauerkraut,45.6,20–50,7,Produce,36.4,42,0.1,10,1375.92,81.2,1457.12,1,0.05901505901505901,1,6.0,0,Slow,10406_28
10406,36,QUEEN,7,1,2024-06-20,2024-06-01,2024,2,6,Jun,2024-08-01,2024-06-26,On time,Queen Cozinha,"Alameda dos CanÃ rios, 891",Sao Paulo,SP,05487-020,Brazil,Queen Cozinha,Lúcia Carvalho,(11) 555-1189,Sao Paulo,South America,05487-020,Brazil,Robert King,Sales Representative,London,UK,Speedy Express,Inlagd Sill,19.0,10–20,8,Seafood,15.2,5,0.1,10,68.4,4.04,72.44,1,0.05906432748538011,1,6.0,0,Slow,10406_36
10406,40,QUEEN,7,1,2024-06-20,2024-06-01,2024,2,6,Jun,2024-08-01,2024-06-26,On time,Queen Cozinha,"Alameda dos CanÃ rios, 891",Sao Paulo,SP,05487-020,Brazil,Queen Cozinha,Lúcia Carvalho,(11) 555-1189,Sao Paulo,South America,05487-020,Brazil,Robert King,Sales Representative,London,UK,Speedy Express,Boston Crab Meat,18.4,10–20,8,Seafood,14.7,2,0.1,10,26.46,1.56,28.02,1,0.05895691609977324,1,6.0,0,Slow,10406_40
10407,11,OTTIK,2,2,2024-06-20,2024-06-01,2024,2,6,Jun,2024-07-18,2024-07-13,On time,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,Ottilies Käseladen,Henriette Pfalzheim,0221-0644327,Köln,Europe,50739,Germany,Andrew Fuller,"Vice President, Sales",Tacoma,USA,United Package,Queso Cabrales,21.0,20–50,4,Dairy Products,16.8,30,0.0,0,504.0,38.61,542.61,0,0.07660714285714286,1,23.0,0,Slow,10407_11
10407,69,OTTIK,2,2,2024-06-20,2024-06-01,2024,2,6,Jun,2024-07-18,2024-07-13,On time,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,Ottilies Käseladen,Henriette Pfalzheim,0221-0644327,Köln,Europe,50739,Germany,Andrew Fuller,"Vice President, Sales",Tacoma,USA,United Package,Gudbrandsdalsost,36.0,20–50,4,Dairy Products,28.8,15,0.0,0,432.0,33.1,465.1,0,0.07662037037037038,1,23.0,0,Slow,10407_69
10407,71,OTTIK,2,2,2024-06-20,2024-06-01,2024,2,6,Jun,2024-07-18,2024-07-13,On time,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,Ottilies Käseladen,Henriette Pfalzheim,0221-0644327,Köln,Europe,50739,Germany,Andrew Fuller,"Vice President, Sales",Tacoma,USA,United Package,Flotemysost,21.5,20–50,4,Dairy Products,17.2,15,0.0,0,258.0,19.77,277.77,0,0.07662790697674418,1,23.0,0,Slow,10407_71
10408,37,FOLIG,8,1,2024-06-21,2024-06-01,2024,2,6,Jun,2024-07-19,2024-06-27,On time,Folies gourmandes,"184, chaussée de Tournai",Lille,Unknown,59000,France,Folies gourmandes,Martine Rancé,20.16.10.16,Lille,Europe,59000,France,Laura Callahan,Inside Sales Coordinator,Seattle,USA,Speedy Express,Gravad lax,26.0,20–50,8,Seafood,20.8,10,0.0,0,208.0,1.44,209.44,0,0.006923076923076922,1,6.0,0,Slow,10408_37
10408,54,FOLIG,8,1,2024-06-21,2024-06-01,2024,2,6,Jun,2024-07-19,2024-06-27,On time,Folies gourmandes,"184, chaussée de Tournai",Lille,Unknown,59000,France,Folies gourmandes,Martine Rancé,20.16.10.16,Lille,Europe,59000,France,Laura Callahan,Inside Sales Coordinator,Seattle,USA,Speedy Express,Tourtière,7.45,<10,6,Meat/Poultry,5.9,6,0.0,0,35.4,0.25,35.65,0,0.007062146892655367,1,6.0,0,Slow,10408_54
10408,62,FOLIG,8,1,2024-06-21,2024-06-01,2024,2,6,Jun,2024-07-19,2024-06-27,On time,Folies gourmandes,"184, chaussée de Tournai",Lille,Unknown,59000,France,Folies gourmandes,Martine Rancé,20.16.10.16,Lille,Europe,59000,France,Laura Callahan,Inside Sales Coordinator,Seattle,USA,Speedy Express,Tarte au sucre,49.3,20–50,3,Confections,39.4,35,0.0,0,1379.0,9.57,1388.57,0,0.006939811457577955,1,6.0,0,Slow,10408_62
10409,14,OCEAN,3,1,2024-06-22,2024-06-01,2024,2,6,Jun,2024-07-20,2024-06-27,On time,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Unknown,1010,Argentina,Océano Atlántico Ltda.,Yvonne Moncada,(1) 135-5333,Buenos Aires,South America,1010,Argentina,Janet Leverling,Sales Representative,Kirkland,USA,Speedy Express,Tofu,23.25,20–50,7,Produce,18.6,12,0.0,0,223.2,20.86,244.06,0,0.09345878136200717,1,5.0,0,Medium,10409_14
10409,21,OCEAN,3,1,2024-06-22,2024-06-01,2024,2,6,Jun,2024-07-20,2024-06-27,On time,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Unknown,1010,Argentina,Océano Atlántico Ltda.,Yvonne Moncada,(1) 135-5333,Buenos Aires,South America,1010,Argentina,Janet Leverling,Sales Representative,Kirkland,USA,Speedy Express,Sir Rodney's Scones,10.0,10–20,3,Confections,8.0,12,0.0,0,96.0,8.97,104.97,0,0.0934375,1,5.0,0,Medium,10409_21
10410,33,BOTTM,3,3,2024-06-23,2024-06-01,2024,2,6,Jun,2024-07-21,2024-06-28,On time,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Bottom-Dollar Markets,Elizabeth Lincoln,(604) 555-4729,Tsawassen,North America,T2F 8M4,Canada,Janet Leverling,Sales Representative,Kirkland,USA,Federal Shipping,Geitost,2.5,<10,4,Dairy Products,2.0,49,0.0,0,98.0,0.29,98.29,0,0.0029591836734693877,1,5.0,0,Medium,10410_33
10410,59,BOTTM,3,3,2024-06-23,2024-06-01,2024,2,6,Jun,2024-07-21,2024-06-28,On time,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Bottom-Dollar Markets,Elizabeth Lincoln,(604) 555-4729,Tsawassen,North America,T2F 8M4,Canada,Janet Leverling,Sales Representative,Kirkland,USA,Federal Shipping,Raclette Courdavault,55.0,>50,4,Dairy Products,44.0,16,0.0,0,704.0,2.11,706.11,0,0.0029971590909090907,1,5.0,0,Medium,10410_59
10411,41,BOTTM,9,3,2024-06-23,2024-06-01,2024,2,6,Jun,2024-07-21,2024-07-04,On time,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Bottom-Dollar Markets,Elizabeth Lincoln,(604) 555-4729,Tsawassen,North America,T2F 8M4,Canada,Anne Dodsworth,Sales Representative,London,UK,Federal Shipping,Jack's New England Clam Chowder,9.65,<10,8,Seafood,7.7,25,0.2,20,154.0,3.77,157.77,1,0.02448051948051948,1,11.0,0,Slow,10411_41
10411,44,BOTTM,9,3,2024-06-23,2024-06-01,2024,2,6,Jun,2024-07-21,2024-07-04,On time,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Bottom-Dollar Markets,Elizabeth Lincoln,(604) 555-4729,Tsawassen,North America,T2F 8M4,Canada,Anne Dodsworth,Sales Representative,London,UK,Federal Shipping,Gula Malacca,19.45,10–20,2,Condiments,15.5,40,0.2,20,496.0,12.13,508.13,1,0.024455645161290323,1,11.0,0,Slow,10411_44
10411,59,BOTTM,9,3,2024-06-23,2024-06-01,2024,2,6,Jun,2024-07-21,2024-07-04,On time,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Bottom-Dollar Markets,Elizabeth Lincoln,(604) 555-4729,Tsawassen,North America,T2F 8M4,Canada,Anne Dodsworth,Sales Representative,London,UK,Federal Shipping,Raclette Courdavault,55.0,>50,4,Dairy Products,44.0,9,0.2,20,316.8,7.75,324.55,1,0.024463383838383836,1,11.0,0,Slow,10411_59
10412,14,WARTH,8,2,2024-06-26,2024-06-01,2024,2,6,Jun,2024-07-24,2024-06-28,On time,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,Wartian Herkku,Pirkko Koskitalo,981-443655,Oulu,Europe,90110,Finland,Laura Callahan,Inside Sales Coordinator,Seattle,USA,United Package,Tofu,23.25,20–50,7,Produce,18.6,20,0.1,10,334.8,3.77,338.57,1,0.011260454002389486,1,2.0,0,Fast,10412_14
10413,1,LAMAI,3,2,2024-06-27,2024-06-01,2024,2,6,Jun,2024-07-25,2024-06-29,On time,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Unknown,31000,France,La maison d'Asie,Annette Roulet,61.77.61.10,Toulouse,Europe,31000,France,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Chai,18.0,10–20,1,Beverages,14.4,24,0.0,0,345.6,15.57,361.17,0,0.04505208333333333,1,2.0,0,Fast,10413_1
10413,62,LAMAI,3,2,2024-06-27,2024-06-01,2024,2,6,Jun,2024-07-25,2024-06-29,On time,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Unknown,31000,France,La maison d'Asie,Annette Roulet,61.77.61.10,Toulouse,Europe,31000,France,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Tarte au sucre,49.3,20–50,3,Confections,39.4,40,0.0,0,1576.0,71.01,1647.01,0,0.04505710659898478,1,2.0,0,Fast,10413_62
10413,76,LAMAI,3,2,2024-06-27,2024-06-01,2024,2,6,Jun,2024-07-25,2024-06-29,On time,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Unknown,31000,France,La maison d'Asie,Annette Roulet,61.77.61.10,Toulouse,Europe,31000,France,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Lakkalikööri,18.0,10–20,1,Beverages,14.4,14,0.0,0,201.6,9.08,210.68,0,0.04503968253968254,1,2.0,0,Fast,10413_76
10414,19,FAMIA,2,3,2024-06-27,2024-06-01,2024,2,6,Jun,2024-07-25,2024-06-30,On time,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,Familia Arquibaldo,Aria Cruz,(11) 555-9857,Sao Paulo,South America,05442-030,Brazil,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Federal Shipping,Teatime Chocolate Biscuits,9.2,<10,3,Confections,7.3,18,0.05,5,124.83,11.93,136.76,1,0.09556997516622606,1,3.0,0,Medium,10414_19
10414,33,FAMIA,2,3,2024-06-27,2024-06-01,2024,2,6,Jun,2024-07-25,2024-06-30,On time,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,Familia Arquibaldo,Aria Cruz,(11) 555-9857,Sao Paulo,South America,05442-030,Brazil,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Federal Shipping,Geitost,2.5,<10,4,Dairy Products,2.0,50,0.0,0,100.0,9.55,109.55,0,0.0955,1,3.0,0,Medium,10414_33
10415,17,HUNGC,3,1,2024-06-28,2024-06-01,2024,2,6,Jun,2024-07-26,2024-07-07,On time,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,Hungry Coyote Import Store,Yoshi Latimer,(503) 555-6874,Elgin,North America,97827,USA,Janet Leverling,Sales Representative,Kirkland,USA,Speedy Express,Alice Mutton,39.0,20–50,6,Meat/Poultry,31.2,2,0.0,0,62.4,0.12,62.52,0,0.001923076923076923,1,9.0,0,Slow,10415_17
