order_id,product_id,customer_id,employee_id,shipper_id,order_date,month_order,order_year,order_quarter,order_month,order_month_abbr,required_date,shipped_date,ship_status,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,customer_name,customer_contact,customer_phone,customer_city,customer_region,customer_postal_code,customer_country,employee_name,employee_title,employee_city,employee_country,shipper_name,product_name,catalog_unit_price,price_band,category_id,category_name,trx_unit_price,quantity,discount,discount_pct,net_sales,freight_alloc,sales_plus_freight
10495,77,LAUGB,3,3,14-09-24,01-09-24,2024,3,9,Sep,12-10-24,22-09-24,On time,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,(604) 555-3392,Vancouver,BC,V3F 2K1,Canada,Janet Leverling,Sales Representative,Kirkland,USA,Federal Shipping,Original Frankfurter grÃ¼ne SoÃŸe,13,10â€“20,2,Condiments,10.4,5,0,0,52,0.87,52.87
10496,31,TRADH,7,2,15-09-24,01-09-24,2024,3,9,Sep,13-10-24,18-09-24,On time,TradiÃ§ao Hipermercados,"Av. InÃªs de Castro, 414",Sao Paulo,SP,05634-030,Brazil,TradiÃ§Ã£o Hipermercados,Anabela Domingues,(11) 555-2167,Sao Paulo,SP,05634-030,Brazil,Robert King,Sales Representative,London,UK,United Package,Gorgonzola Telino,12.5,10â€“20,4,Dairy Products,10,20,0.05,5,190,46.77,236.77
10497,56,LEHMS,7,1,15-09-24,01-09-24,2024,3,9,Sep,13-10-24,18-09-24,On time,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,Lehmanns Marktstand,Renate Messner,069-0245984,Frankfurt a.M.,,60528,Germany,Robert King,Sales Representative,London,UK,Speedy Express,Gnocchi di nonna Alice,38,20â€“50,5,Grains/Cereals,30.4,14,0,0,425.6,11.16,436.76
10497,72,LEHMS,7,1,15-09-24,01-09-24,2024,3,9,Sep,13-10-24,18-09-24,On time,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,Lehmanns Marktstand,Renate Messner,069-0245984,Frankfurt a.M.,,60528,Germany,Robert King,Sales Representative,London,UK,Speedy Express,Mozzarella di Giovanni,34.8,20â€“50,4,Dairy Products,27.8,25,0,0,695,18.23,713.23
10497,77,LEHMS,7,1,15-09-24,01-09-24,2024,3,9,Sep,13-10-24,18-09-24,On time,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,Lehmanns Marktstand,Renate Messner,069-0245984,Frankfurt a.M.,,60528,Germany,Robert King,Sales Representative,London,UK,Speedy Express,Original Frankfurter grÃ¼ne SoÃŸe,13,10â€“20,2,Condiments,10.4,25,0,0,260,6.82,266.82
10498,24,HILAA,8,2,18-09-24,01-09-24,2024,3,9,Sep,16-10-24,22-09-24,On time,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela,HILARION-Abastos,Carlos HernÃ¡ndez,(5) 555-1340,San CristÃ³bal,TÃ¡chira,5022,Venezuela,Laura Callahan,Inside Sales Coordinator,Seattle,USA,United Package,GuaranÃ¡ FantÃ¡stica,4.5,<10,1,Beverages,4.5,14,0,0,63,3.26,66.26
10498,40,HILAA,8,2,18-09-24,01-09-24,2024,3,9,Sep,16-10-24,22-09-24,On time,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela,HILARION-Abastos,Carlos HernÃ¡ndez,(5) 555-1340,San CristÃ³bal,TÃ¡chira,5022,Venezuela,Laura Callahan,Inside Sales Coordinator,Seattle,USA,United Package,Boston Crab Meat,18.4,10â€“20,8,Seafood,18.4,5,0,0,92,4.76,96.76
10498,42,HILAA,8,2,18-09-24,01-09-24,2024,3,9,Sep,16-10-24,22-09-24,On time,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela,HILARION-Abastos,Carlos HernÃ¡ndez,(5) 555-1340,San CristÃ³bal,TÃ¡chira,5022,Venezuela,Laura Callahan,Inside Sales Coordinator,Seattle,USA,United Package,Singaporean Hokkien Fried Mee,14,10â€“20,5,Grains/Cereals,14,30,0,0,420,21.73,441.73
10499,28,LILAS,4,2,19-09-24,01-09-24,2024,3,9,Sep,17-10-24,27-09-24,On time,LILA-Supermercado,Carrera 52 con Ave. BolÃ­var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,LILA-Supermercado,Carlos GonzÃ¡lez,(9) 331-6954,Barquisimeto,Lara,3508,Venezuela,Margaret Peacock,Sales Representative,Redmond,USA,United Package,RÃ¶ssle Sauerkraut,45.6,20â€“50,7,Produce,45.6,20,0,0,912,65.89,977.89
10499,49,LILAS,4,2,19-09-24,01-09-24,2024,3,9,Sep,17-10-24,27-09-24,On time,LILA-Supermercado,Carrera 52 con Ave. BolÃ­var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,LILA-Supermercado,Carlos GonzÃ¡lez,(9) 331-6954,Barquisimeto,Lara,3508,Venezuela,Margaret Peacock,Sales Representative,Redmond,USA,United Package,Maxilaku,20,20â€“50,3,Confections,20,25,0,0,500,36.13,536.13
10500,15,LAMAI,6,1,20-09-24,01-09-24,2024,3,9,Sep,18-10-24,28-09-24,On time,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,La maison d'Asie,Annette Roulet,61.77.61.10,Toulouse,,31000,France,Michael Suyama,Sales Representative,London,UK,Speedy Express,Genen Shouyu,13,10â€“20,2,Condiments,15.5,12,0.05,5,176.7,14.41,191.11
10500,28,LAMAI,6,1,20-09-24,01-09-24,2024,3,9,Sep,18-10-24,28-09-24,On time,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,La maison d'Asie,Annette Roulet,61.77.61.10,Toulouse,,31000,France,Michael Suyama,Sales Representative,London,UK,Speedy Express,RÃ¶ssle Sauerkraut,45.6,20â€“50,7,Produce,45.6,8,0.05,5,346.56,28.27,374.83
10501,54,BLAUS,9,3,20-09-24,01-09-24,2024,3,9,Sep,18-10-24,27-09-24,On time,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Blauer See Delikatessen,Hanna Moos,0621-08460,Mannheim,,68306,Germany,Anne Dodsworth,Sales Representative,London,UK,Federal Shipping,TourtiÃ¨re,7.45,<10,6,Meat/Poultry,7.45,20,0,0,149,8.85,157.85
10502,45,PERIC,2,1,21-09-24,01-09-24,2024,3,9,Sep,19-10-24,10-10-24,On time,Pericles Comidas clÃ¡sicas,Calle Dr. Jorge Cash 321,MÃ©xico D.F.,,5033,Mexico,Pericles Comidas clÃ¡sicas,Guillermo FernÃ¡ndez,(5) 552-3745,MÃ©xico D.F.,,5033,Mexico,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Speedy Express,Rogede sild,9.5,<10,8,Seafood,9.5,21,0,0,199.5,16.94,216.44
10502,53,PERIC,2,1,21-09-24,01-09-24,2024,3,9,Sep,19-10-24,10-10-24,On time,Pericles Comidas clÃ¡sicas,Calle Dr. Jorge Cash 321,MÃ©xico D.F.,,5033,Mexico,Pericles Comidas clÃ¡sicas,Guillermo FernÃ¡ndez,(5) 552-3745,MÃ©xico D.F.,,5033,Mexico,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Speedy Express,Perth Pasties,32.8,20â€“50,6,Meat/Poultry,32.8,6,0,0,196.8,16.71,213.51
10502,67,PERIC,2,1,21-09-24,01-09-24,2024,3,9,Sep,19-10-24,10-10-24,On time,Pericles Comidas clÃ¡sicas,Calle Dr. Jorge Cash 321,MÃ©xico D.F.,,5033,Mexico,Pericles Comidas clÃ¡sicas,Guillermo FernÃ¡ndez,(5) 552-3745,MÃ©xico D.F.,,5033,Mexico,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Speedy Express,Laughing Lumberjack Lager,14,10â€“20,1,Beverages,14,30,0,0,420,35.67,455.67
10503,14,HUNGO,6,2,22-09-24,01-09-24,2024,3,9,Sep,20-10-24,27-09-24,On time,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,Hungry Owl All-Night Grocers,Patricia McKenna,2967 542,Cork,Co. Cork,,Ireland,Michael Suyama,Sales Representative,London,UK,United Package,Tofu,23.25,20â€“50,7,Produce,23.25,70,0,0,1627.5,13.3,1640.8
10503,65,HUNGO,6,2,22-09-24,01-09-24,2024,3,9,Sep,20-10-24,27-09-24,On time,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,Hungry Owl All-Night Grocers,Patricia McKenna,2967 542,Cork,Co. Cork,,Ireland,Michael Suyama,Sales Representative,London,UK,United Package,Louisiana Fiery Hot Pepper Sauce,21.05,20â€“50,2,Condiments,21.05,20,0,0,421,3.44,424.44
10504,2,WHITC,4,3,22-09-24,01-09-24,2024,3,9,Sep,20-10-24,29-09-24,On time,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,White Clover Markets,Karl Jablonski,(206) 555-4112,Seattle,WA,98128,USA,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Chang,19,10â€“20,1,Beverages,19,12,0,0,228,9.71,237.71
10504,21,WHITC,4,3,22-09-24,01-09-24,2024,3,9,Sep,20-10-24,29-09-24,On time,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,White Clover Markets,Karl Jablonski,(206) 555-4112,Seattle,WA,98128,USA,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Sir Rodney's Scones,10,10â€“20,3,Confections,10,12,0,0,120,5.11,125.11
10504,53,WHITC,4,3,22-09-24,01-09-24,2024,3,9,Sep,20-10-24,29-09-24,On time,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,White Clover Markets,Karl Jablonski,(206) 555-4112,Seattle,WA,98128,USA,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Perth Pasties,32.8,20â€“50,6,Meat/Poultry,32.8,10,0,0,328,13.97,341.97
10504,61,WHITC,4,3,22-09-24,01-09-24,2024,3,9,Sep,20-10-24,29-09-24,On time,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,White Clover Markets,Karl Jablonski,(206) 555-4112,Seattle,WA,98128,USA,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Sirop d'Ã©rable,28.5,20â€“50,2,Condiments,28.5,25,0,0,712.5,30.34,742.84
10505,62,MEREP,3,3,25-09-24,01-09-24,2024,3,9,Sep,23-10-24,02-10-24,On time,MÃ¨re Paillarde,43 rue St. Laurent,MontrÃ©al,QuÃ©bec,H1J 1C3,Canada,MÃ¨re Paillarde,Jean FresniÃ¨re,(514) 555-8054,MontrÃ©al,QuÃ©bec,H1J 1C3,Canada,Janet Leverling,Sales Representative,Kirkland,USA,Federal Shipping,Tarte au sucre,49.3,20â€“50,3,Confections,49.3,3,0,0,147.9,7.13,155.03
10506,25,KOENE,9,2,26-09-24,01-09-24,2024,3,9,Sep,24-10-24,13-10-24,On time,KÃ¶niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,KÃ¶niglich Essen,Philip Cramer,0555-09876,Brandenburg,,14776,Germany,Anne Dodsworth,Sales Representative,London,UK,United Package,NuNuCa NuÃŸ-Nougat-Creme,14,10â€“20,3,Confections,14,18,0.1,10,226.8,11.56,238.36
10506,70,KOENE,9,2,26-09-24,01-09-24,2024,3,9,Sep,24-10-24,13-10-24,On time,KÃ¶niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,KÃ¶niglich Essen,Philip Cramer,0555-09876,Brandenburg,,14776,Germany,Anne Dodsworth,Sales Representative,London,UK,United Package,Outback Lager,15,10â€“20,1,Beverages,15,14,0.1,10,189,9.63,198.63
10507,43,ANTON,7,1,26-09-24,01-09-24,2024,3,9,Sep,24-10-24,03-10-24,On time,Antonio Moreno TaquerÃ­a,Mataderos  2312,MÃ©xico D.F.,,5023,Mexico,Antonio Moreno TaquerÃ­a,Antonio Moreno,(5) 555-3932,MÃ©xico D.F.,,5023,Mexico,Robert King,Sales Representative,London,UK,Speedy Express,Ipoh Coffee,46,20â€“50,1,Beverages,46,15,0.15,15,586.5,37.15,623.65
10507,48,ANTON,7,1,26-09-24,01-09-24,2024,3,9,Sep,24-10-24,03-10-24,On time,Antonio Moreno TaquerÃ­a,Mataderos  2312,MÃ©xico D.F.,,5023,Mexico,Antonio Moreno TaquerÃ­a,Antonio Moreno,(5) 555-3932,MÃ©xico D.F.,,5023,Mexico,Robert King,Sales Representative,London,UK,Speedy Express,Chocolade,12.75,10â€“20,3,Confections,12.75,15,0.15,15,162.56,10.3,172.86
10508,13,OTTIK,1,2,27-09-24,01-09-24,2024,3,9,Sep,25-10-24,24-10-24,On time,Ottilies KÃ¤seladen,Mehrheimerstr. 369,KÃ¶ln,,50739,Germany,Ottilies KÃ¤seladen,Henriette Pfalzheim,0221-0644327,KÃ¶ln,,50739,Germany,Nancy Davolio,Sales Representative,Seattle,USA,United Package,Konbu,6,<10,8,Seafood,6,10,0,0,60,1.25,61.25
10508,39,OTTIK,1,2,27-09-24,01-09-24,2024,3,9,Sep,25-10-24,24-10-24,On time,Ottilies KÃ¤seladen,Mehrheimerstr. 369,KÃ¶ln,,50739,Germany,Ottilies KÃ¤seladen,Henriette Pfalzheim,0221-0644327,KÃ¶ln,,50739,Germany,Nancy Davolio,Sales Representative,Seattle,USA,United Package,Chartreuse verte,18,10â€“20,1,Beverages,18,10,0,0,180,3.74,183.74
10509,28,BLAUS,4,1,28-09-24,01-09-24,2024,3,9,Sep,26-10-24,10-10-24,On time,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Blauer See Delikatessen,Hanna Moos,0621-08460,Mannheim,,68306,Germany,Margaret Peacock,Sales Representative,Redmond,USA,Speedy Express,RÃ¶ssle Sauerkraut,45.6,20â€“50,7,Produce,45.6,3,0,0,136.8,0.15,136.95
10510,29,SAVEA,6,3,29-09-24,01-09-24,2024,3,9,Sep,27-10-24,09-10-24,On time,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,(208) 555-8097,Boise,ID,83720,USA,Michael Suyama,Sales Representative,London,UK,Federal Shipping,ThÃ¼ringer Rostbratwurst,123.79,>50,6,Meat/Poultry,123.79,36,0,0,4456.44,348.02,4804.46
10510,75,SAVEA,6,3,29-09-24,01-09-24,2024,3,9,Sep,27-10-24,09-10-24,On time,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,(208) 555-8097,Boise,ID,83720,USA,Michael Suyama,Sales Representative,London,UK,Federal Shipping,RhÃ¶nbrÃ¤u Klosterbier,7.75,<10,1,Beverages,7.75,36,0.1,10,251.1,19.61,270.71
10511,4,BONAP,4,3,29-09-24,01-09-24,2024,3,9,Sep,27-10-24,02-10-24,On time,Bon app',"12, rue des Bouchers",Marseille,,13008,France,Bon app',Laurence Lebihan,91.24.45.40,Marseille,,13008,France,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Chef Anton's Cajun Seasoning,22,20â€“50,2,Condiments,22,50,0.15,15,935,128.57,1063.57
10511,7,BONAP,4,3,29-09-24,01-09-24,2024,3,9,Sep,27-10-24,02-10-24,On time,Bon app',"12, rue des Bouchers",Marseille,,13008,France,Bon app',Laurence Lebihan,91.24.45.40,Marseille,,13008,France,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Uncle Bob's Organic Dried Pears,30,20â€“50,7,Produce,30,50,0.15,15,1275,175.32,1450.32
10511,8,BONAP,4,3,29-09-24,01-09-24,2024,3,9,Sep,27-10-24,02-10-24,On time,Bon app',"12, rue des Bouchers",Marseille,,13008,France,Bon app',Laurence Lebihan,91.24.45.40,Marseille,,13008,France,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Northwoods Cranberry Sauce,40,20â€“50,2,Condiments,40,10,0.15,15,340,46.75,386.75
10512,24,FAMIA,7,2,02-10-24,01-10-24,2024,4,10,Oct,30-10-24,05-10-24,On time,Familia Arquibaldo,"Rua OrÃ³s, 92",Sao Paulo,SP,05442-030,Brazil,Familia Arquibaldo,Aria Cruz,(11) 555-9857,Sao Paulo,SP,05442-030,Brazil,Robert King,Sales Representative,London,UK,United Package,GuaranÃ¡ FantÃ¡stica,4.5,<10,1,Beverages,4.5,10,0.15,15,38.25,0.26,38.51
10512,46,FAMIA,7,2,02-10-24,01-10-24,2024,4,10,Oct,30-10-24,05-10-24,On time,Familia Arquibaldo,"Rua OrÃ³s, 92",Sao Paulo,SP,05442-030,Brazil,Familia Arquibaldo,Aria Cruz,(11) 555-9857,Sao Paulo,SP,05442-030,Brazil,Robert King,Sales Representative,London,UK,United Package,Spegesild,12,10â€“20,8,Seafood,12,9,0.15,15,91.8,0.62,92.42
10512,47,FAMIA,7,2,02-10-24,01-10-24,2024,4,10,Oct,30-10-24,05-10-24,On time,Familia Arquibaldo,"Rua OrÃ³s, 92",Sao Paulo,SP,05442-030,Brazil,Familia Arquibaldo,Aria Cruz,(11) 555-9857,Sao Paulo,SP,05442-030,Brazil,Robert King,Sales Representative,London,UK,United Package,Zaanse koeken,9.5,<10,3,Confections,9.5,6,0.15,15,48.45,0.33,48.78
10512,60,FAMIA,7,2,02-10-24,01-10-24,2024,4,10,Oct,30-10-24,05-10-24,On time,Familia Arquibaldo,"Rua OrÃ³s, 92",Sao Paulo,SP,05442-030,Brazil,Familia Arquibaldo,Aria Cruz,(11) 555-9857,Sao Paulo,SP,05442-030,Brazil,Robert King,Sales Representative,London,UK,United Package,Camembert Pierrot,34,20â€“50,4,Dairy Products,34,12,0.15,15,346.8,2.33,349.13
10513,21,WANDK,7,1,03-10-24,01-10-24,2024,4,10,Oct,14-11-24,09-10-24,On time,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,Die Wandernde Kuh,Rita MÃ¼ller,0711-020361,Stuttgart,,70563,Germany,Robert King,Sales Representative,London,UK,Speedy Express,Sir Rodney's Scones,10,10â€“20,3,Confections,10,40,0.2,20,320,17.41,337.41
10513,32,WANDK,7,1,03-10-24,01-10-24,2024,4,10,Oct,14-11-24,09-10-24,On time,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,Die Wandernde Kuh,Rita MÃ¼ller,0711-020361,Stuttgart,,70563,Germany,Robert King,Sales Representative,London,UK,Speedy Express,Mascarpone Fabioli,32,20â€“50,4,Dairy Products,32,50,0.2,20,1280,69.64,1349.64
10513,61,WANDK,7,1,03-10-24,01-10-24,2024,4,10,Oct,14-11-24,09-10-24,On time,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,Die Wandernde Kuh,Rita MÃ¼ller,0711-020361,Stuttgart,,70563,Germany,Robert King,Sales Representative,London,UK,Speedy Express,Sirop d'Ã©rable,28.5,20â€“50,2,Condiments,28.5,15,0.2,20,342,18.61,360.61
10514,20,ERNSH,3,2,03-10-24,01-10-24,2024,4,10,Oct,31-10-24,27-10-24,On time,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,,8010,Austria,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Sir Rodney's Marmalade,81,>50,3,Confections,81,39,0,0,3159,289.38,3448.38
10514,28,ERNSH,3,2,03-10-24,01-10-24,2024,4,10,Oct,31-10-24,27-10-24,On time,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,,8010,Austria,Janet Leverling,Sales Representative,Kirkland,USA,United Package,RÃ¶ssle Sauerkraut,45.6,20â€“50,7,Produce,45.6,35,0,0,1596,146.2,1742.2
10514,56,ERNSH,3,2,03-10-24,01-10-24,2024,4,10,Oct,31-10-24,27-10-24,On time,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,,8010,Austria,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Gnocchi di nonna Alice,38,20â€“50,5,Grains/Cereals,38,70,0,0,2660,243.67,2903.67
10514,65,ERNSH,3,2,03-10-24,01-10-24,2024,4,10,Oct,31-10-24,27-10-24,On time,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,,8010,Austria,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Louisiana Fiery Hot Pepper Sauce,21.05,20â€“50,2,Condiments,21.05,39,0,0,820.95,75.2,896.15
10514,75,ERNSH,3,2,03-10-24,01-10-24,2024,4,10,Oct,31-10-24,27-10-24,On time,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,,8010,Austria,Janet Leverling,Sales Representative,Kirkland,USA,United Package,RhÃ¶nbrÃ¤u Klosterbier,7.75,<10,1,Beverages,7.75,50,0,0,387.5,35.5,423
10515,9,QUICK,2,1,04-10-24,01-10-24,2024,4,10,Oct,18-10-24,03-11-24,Late,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,,1307,Germany,QUICK-Stop,Horst Kloss,0372-035188,Cunewalde,,1307,Germany,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Speedy Express,Mishi Kobe Niku,97,>50,6,Meat/Poultry,97,16,0.15,15,1319.2,27.19,1346.39
10515,16,QUICK,2,1,04-10-24,01-10-24,2024,4,10,Oct,18-10-24,03-11-24,Late,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,,1307,Germany,QUICK-Stop,Horst Kloss,0372-035188,Cunewalde,,1307,Germany,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Speedy Express,Pavlova,17.45,10â€“20,3,Confections,17.45,50,0,0,872.5,17.98,890.48
10515,27,QUICK,2,1,04-10-24,01-10-24,2024,4,10,Oct,18-10-24,03-11-24,Late,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,,1307,Germany,QUICK-Stop,Horst Kloss,0372-035188,Cunewalde,,1307,Germany,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Speedy Express,Schoggi Schokolade,43.9,20â€“50,3,Confections,43.9,120,0,0,5268,108.57,5376.57
10515,33,QUICK,2,1,04-10-24,01-10-24,2024,4,10,Oct,18-10-24,03-11-24,Late,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,,1307,Germany,QUICK-Stop,Horst Kloss,0372-035188,Cunewalde,,1307,Germany,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Speedy Express,Geitost,2.5,<10,4,Dairy Products,2.5,16,0.15,15,34,0.7,34.7
10515,60,QUICK,2,1,04-10-24,01-10-24,2024,4,10,Oct,18-10-24,03-11-24,Late,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,,1307,Germany,QUICK-Stop,Horst Kloss,0372-035188,Cunewalde,,1307,Germany,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Speedy Express,Camembert Pierrot,34,20â€“50,4,Dairy Products,34,84,0.15,15,2427.6,50.03,2477.63
10516,18,HUNGO,2,3,05-10-24,01-10-24,2024,4,10,Oct,02-11-24,12-10-24,On time,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,Hungry Owl All-Night Grocers,Patricia McKenna,2967 542,Cork,Co. Cork,,Ireland,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Federal Shipping,Carnarvon Tigers,62.5,>50,8,Seafood,62.5,25,0.1,10,1406.25,37.08,1443.33
10516,41,HUNGO,2,3,05-10-24,01-10-24,2024,4,10,Oct,02-11-24,12-10-24,On time,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,Hungry Owl All-Night Grocers,Patricia McKenna,2967 542,Cork,Co. Cork,,Ireland,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Federal Shipping,Jack's New England Clam Chowder,9.65,<10,8,Seafood,9.65,80,0.1,10,694.8,18.32,713.12
10516,42,HUNGO,2,3,05-10-24,01-10-24,2024,4,10,Oct,02-11-24,12-10-24,On time,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,Hungry Owl All-Night Grocers,Patricia McKenna,2967 542,Cork,Co. Cork,,Ireland,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Federal Shipping,Singaporean Hokkien Fried Mee,14,10â€“20,5,Grains/Cereals,14,20,0,0,280,7.38,287.38
10517,52,NORTS,3,3,05-10-24,01-10-24,2024,4,10,Oct,02-11-24,10-10-24,On time,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK,North/South,Simon Crowther,(171) 555-7733,London,,SW7 1RZ,UK,Janet Leverling,Sales Representative,Kirkland,USA,Federal Shipping,Filo Mix,7,<10,5,Grains/Cereals,7,6,0,0,42,3.83,45.83
10517,59,NORTS,3,3,05-10-24,01-10-24,2024,4,10,Oct,02-11-24,10-10-24,On time,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK,North/South,Simon Crowther,(171) 555-7733,London,,SW7 1RZ,UK,Janet Leverling,Sales Representative,Kirkland,USA,Federal Shipping,Raclette Courdavault,55,>50,4,Dairy Products,55,4,0,0,220,20.04,240.04
10517,70,NORTS,3,3,05-10-24,01-10-24,2024,4,10,Oct,02-11-24,10-10-24,On time,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK,North/South,Simon Crowther,(171) 555-7733,London,,SW7 1RZ,UK,Janet Leverling,Sales Representative,Kirkland,USA,Federal Shipping,Outback Lager,15,10â€“20,1,Beverages,15,6,0,0,90,8.2,98.2
10518,24,TORTU,4,2,06-10-24,01-10-24,2024,4,10,Oct,20-10-24,16-10-24,On time,Tortuga Restaurante,Avda. Azteca 123,MÃ©xico D.F.,,5033,Mexico,Tortuga Restaurante,Miguel Angel Paolino,(5) 555-2933,MÃ©xico D.F.,,5033,Mexico,Margaret Peacock,Sales Representative,Redmond,USA,United Package,GuaranÃ¡ FantÃ¡stica,4.5,<10,1,Beverages,4.5,5,0,0,22.5,1.18,23.68
10518,38,TORTU,4,2,06-10-24,01-10-24,2024,4,10,Oct,20-10-24,16-10-24,On time,Tortuga Restaurante,Avda. Azteca 123,MÃ©xico D.F.,,5033,Mexico,Tortuga Restaurante,Miguel Angel Paolino,(5) 555-2933,MÃ©xico D.F.,,5033,Mexico,Margaret Peacock,Sales Representative,Redmond,USA,United Package,CÃ´te de Blaye,263.5,>50,1,Beverages,263.5,15,0,0,3952.5,207.77,4160.27
10518,44,TORTU,4,2,06-10-24,01-10-24,2024,4,10,Oct,20-10-24,16-10-24,On time,Tortuga Restaurante,Avda. Azteca 123,MÃ©xico D.F.,,5033,Mexico,Tortuga Restaurante,Miguel Angel Paolino,(5) 555-2933,MÃ©xico D.F.,,5033,Mexico,Margaret Peacock,Sales Representative,Redmond,USA,United Package,Gula Malacca,19.45,10â€“20,2,Condiments,19.45,9,0,0,175.05,9.2,184.25
10519,10,CHOPS,6,3,09-10-24,01-10-24,2024,4,10,Oct,06-11-24,12-10-24,On time,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,Chop-suey Chinese,Yang Wang,0452-076545,Bern,,3012,Switzerland,Michael Suyama,Sales Representative,London,UK,Federal Shipping,Ikura,31,20â€“50,8,Seafood,31,16,0.05,5,471.2,18.68,489.88
10519,56,CHOPS,6,3,09-10-24,01-10-24,2024,4,10,Oct,06-11-24,12-10-24,On time,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,Chop-suey Chinese,Yang Wang,0452-076545,Bern,,3012,Switzerland,Michael Suyama,Sales Representative,London,UK,Federal Shipping,Gnocchi di nonna Alice,38,20â€“50,5,Grains/Cereals,38,40,0,0,1520,60.27,1580.27
